,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use,Rural population,Urban population,Total Population - Male,Total Population - Female,total_emission,Average Temperature Â°C
Forest fires,1.0044247787610623,0.11757695584343963,0.03428044851010562,0.027743558578183072,0.20385869464528253,0.14737988032893362,-0.10806431418336106,0.6657109455769517,0.014536811500180357,0.06260843600598091,0.02365492005281213,0.007880979163561628,0.10808365475214564,0.030863006722946517,-0.0015508061863154369,0.016958800375401786,0.0993126219384167,0.2807142951627896,0.09526958601279924,0.025647609447195876,0.9524113007425737,0.07133526787573746,0.05155258634030281,0.081264787944672,0.06747174036082271,0.07285535376998879,0.18773178773616017,-0.06810707687836398
Crop Residues,0.11757695584343963,1.0044247787610616,0.827509969937744,0.17513371189539467,0.8640730307428505,0.8308309709670735,-0.8310181337985872,0.17247530580757778,0.8684269328773877,0.9338348433192845,0.8126126834834823,0.8160697847324808,0.9168222992153171,0.8836812882382371,0.8654677586120095,0.8735825128007645,0.9632718381462427,0.7581138074838755,0.968418921640792,0.050914868076913575,0.056098347586760945,0.8714738305770342,0.8026637040022931,0.9380178431003017,0.9058127535791701,0.911068806765575,0.907766501833797,-0.010355116386773713
Rice Cultivation,0.03428044851010562,0.827509969937744,1.0044247787610623,0.22582116900915497,0.5308710677666919,0.5336307033642342,-0.6099493070526122,0.040571509655326826,0.8419296276163445,0.8264385787320966,0.8560212307553795,0.7945832326055308,0.9154445065651097,0.75868277165225,0.7961797987488057,0.7985700901155117,0.8466058091984867,0.5932520844264123,0.8059224623502863,0.23630748326140688,0.010909618226539948,0.7541537622326079,0.913568651521348,0.9053751822349192,0.944256302836439,0.9432917460824155,0.8649205445661409,-0.061361112761488895
Drained organic soils (CO2),0.027743558578183072,0.17513371189539467,0.22582116900915497,1.0044247787610618,0.14506884489152372,0.2444998797202396,-0.16581872774341624,0.22468038369123944,0.11336000935149891,0.12326121251920187,0.03449832294297494,0.050651096398172286,0.2388660115987787,0.10135081270331196,0.1315931851171955,0.08027115189072838,0.22620138403483478,0.10227104837587202,0.21253021306197767,0.9021645816190511,0.00031295257595127053,0.08682256329103047,0.10788682891921428,0.1574317753653366,0.13553947979043418,0.14281846155047878,0.20545096611212402,0.1078107001622113
Pesticides Manufacturing,0.20385869464528253,0.8640730307428505,0.5308710677666919,0.14506884489152372,1.0044247787610614,0.8752919595289813,-0.7603029002553501,0.3014701133196298,0.6907528982144497,0.8125754161780003,0.502930295409676,0.6563941776337366,0.7041378871445604,0.7816287190623292,0.6866292005215252,0.7229711653059547,0.8006164543360108,0.7298419736531938,0.8231260721124759,-0.011348094891676696,0.12319618873881175,0.7868370536980146,0.4744479101099314,0.7432342540206645,0.6361130852311573,0.6463789342647962,0.7598737256603046,0.01430197208152936
Food Transport,0.14737988032893362,0.8308309709670735,0.5336307033642342,0.2444998797202396,0.8752919595289813,1.0044247787610616,-0.7751065213677615,0.21774706426608995,0.6828187456624265,0.8446693590864889,0.5241905401008095,0.6239223594910894,0.7113700168316202,0.7971143404109601,0.6980934562372891,0.7289809046831154,0.811059083131891,0.6297298606895501,0.8530776170775349,0.040033279814986424,0.057578457954798455,0.7695320874980001,0.4842246902467043,0.7522185402125211,0.6458694481834831,0.6576480120955374,0.7481884572260615,0.06071436390044289
Forestland,-0.10806431418336106,-0.8310181337985872,-0.6099493070526122,-0.16581872774341624,-0.7603029002553501,-0.7751065213677615,1.0044247787610618,-0.16635781188028642,-0.8384991591176367,-0.8224366299918652,-0.5313202391033245,-0.8212994063427008,-0.7571787797132926,-0.8585941752981782,-0.8779917454232354,-0.8570004314460442,-0.8535516672726622,-0.5636450861038116,-0.8032647745776984,0.0160837879857469,-0.05232810046430595,-0.8630612600725226,-0.5278506339608421,-0.8083318789645854,-0.6971396046044084,-0.7082855955985206,-0.7921153387471985,-0.16530113118358403
Net Forest conversion,0.6657109455769517,0.17247530580757778,0.040571509655326826,0.22468038369123944,0.3014701133196298,0.21774706426608995,-0.16635781188028642,1.0044247787610618,0.019561749547685983,0.05743532830379236,-0.009851299026035367,0.0018307248379310513,0.19997759232025053,0.011746603841467126,-0.0006047509432676002,0.0039407792099226385,0.16145786429360773,0.4609675425937477,0.1022473370170484,0.23450564531703896,0.7177749376138783,0.10255143997068705,0.04197078664422911,0.12329025575327035,0.08528701336419377,0.09296163983155721,0.25002719830415965,-0.012264716790304504
Food Household Consumption,0.014536811500180357,0.8684269328773877,0.8419296276163445,0.11336000935149891,0.6907528982144497,0.6828187456624265,-0.8384991591176367,0.019561749547685983,1.0044247787610618,0.9376305490058319,0.7018903897135808,0.9939930182771618,0.8968765706864628,0.9575139678007125,0.9737350993242875,0.9930521713539758,0.921162701626427,0.5607905675375996,0.8597886183342554,0.061264371280250945,-0.018546372043337114,0.9684482266701576,0.7256797316071983,0.9580370508912053,0.8786470802681857,0.8826115535141069,0.9594660838190114,0.020755956468488598
Food Retail,0.06260843600598091,0.9338348433192845,0.8264385787320966,0.12326121251920187,0.8125754161780003,0.8446693590864889,-0.8224366299918652,0.05743532830379236,0.9376305490058319,1.0044247787610618,0.7481070040416825,0.9054808485523488,0.8930918656313017,0.9667920861549056,0.9149870059901464,0.9526018066251201,0.9401928122471864,0.6267621830948783,0.9385177090066268,0.01922291224562892,0.0032877401894445676,0.9382537709776663,0.7420987751085112,0.9563727582920628,0.8855421188015281,0.8911439970581878,0.9465515500351149,0.0005250734934241062
On-farm Electricity Use,0.02365492005281213,0.8126126834834823,0.8560212307553795,0.03449832294297494,0.502930295409676,0.5241905401008095,-0.5313202391033245,-0.009851299026035367,0.7018903897135808,0.7481070040416825,1.0044247787610623,0.6307608646243252,0.849677423046911,0.6308806757403069,0.6858494436436855,0.6691452004493099,0.772168248172153,0.615105157931665,0.7749183054728864,-0.008877998797138013,-0.012955502106293999,0.6097648027737292,0.9716668321170008,0.8315625630463218,0.9346323812644062,0.929107182795149,0.7308450899597912,-0.07793277163483217
Food Packaging,0.007880979163561628,0.8160697847324808,0.7945832326055308,0.050651096398172286,0.6563941776337366,0.6239223594910894,-0.8212994063427008,0.0018307248379310513,0.9939930182771618,0.9054808485523488,0.6307608646243252,1.0044247787610623,0.8458026515146394,0.9461096548141092,0.9638875758804218,0.9877737465795208,0.8797736208707345,0.5147313926909384,0.8083004485350456,0.011571137419004118,-0.017516739827112927,0.9673866196579132,0.660760794429913,0.9214917467195946,0.8265661304836944,0.8304389260028905,0.9350100814309218,0.025905513601664314
Agrifood Systems Waste Disposal,0.10808365475214564,0.9168222992153171,0.9154445065651097,0.2388660115987787,0.7041378871445604,0.7113700168316202,-0.7571787797132926,0.19997759232025053,0.8968765706864628,0.8930918656313017,0.849677423046911,0.8458026515146394,1.004424778761061,0.831738596111001,0.860986169800554,0.8684191387291684,0.9451095033898448,0.766853506483923,0.8830037361987384,0.19593802279814712,0.07653731655153145,0.851399553798618,0.8915098839974431,0.9803200583524727,0.9725714429988956,0.9757762735317144,0.9436677769927949,-0.02601426302470556
Food Processing,0.030863006722946517,0.8836812882382371,0.75868277165225,0.10135081270331196,0.7816287190623292,0.7971143404109601,-0.8585941752981782,0.011746603841467126,0.9575139678007125,0.9667920861549056,0.6308806757403069,0.9461096548141092,0.831738596111001,1.0044247787610614,0.9392356594158963,0.9747842262202312,0.9259831579026675,0.5424150956268531,0.9062824816253527,-0.006532461240424284,-0.021780962763918235,0.9680702901373673,0.6356031522436464,0.9196059116229505,0.8124907577537664,0.8197542507947309,0.9266656267502632,0.053241813347860927
Fertilizers Manufacturing,-0.0015508061863154369,0.8654677586120095,0.7961797987488057,0.1315931851171955,0.6866292005215252,0.6980934562372891,-0.8779917454232354,-0.0006047509432676002,0.9737350993242875,0.9149870059901464,0.6858494436436855,0.9638875758804218,0.860986169800554,0.9392356594158963,1.0044247787610627,0.9751677621765021,0.9052685295819288,0.5198671663126039,0.8560853401493391,0.025966476937120057,-0.040277393280440554,0.9526068478661808,0.699579380243584,0.9256943392714284,0.8481629175871469,0.852717378685071,0.9209129584882392,0.052173152919300164
IPPU,0.016958800375401786,0.8735825128007645,0.7985700901155117,0.08027115189072838,0.7229711653059547,0.7289809046831154,-0.8570004314460442,0.0039407792099226385,0.9930521713539758,0.9526018066251201,0.6691452004493099,0.9877737465795208,0.8684191387291684,0.9747842262202312,0.9751677621765021,1.004424778761062,0.9194572851034183,0.5450236998409445,0.8745984823016204,0.0046109983727180785,-0.023562174443447263,0.977876154510279,0.6812534136906823,0.9446561495860661,0.8491335152930416,0.8542227789428231,0.9496517109420682,0.028146552382475248
Manure applied to Soils,0.0993126219384167,0.9632718381462427,0.8466058091984867,0.22620138403483478,0.8006164543360108,0.811059083131891,-0.8535516672726622,0.16145786429360773,0.921162701626427,0.9401928122471864,0.772168248172153,0.8797736208707345,0.9451095033898448,0.9259831579026675,0.9052685295819288,0.9194572851034183,1.0044247787610623,0.7327944254551144,0.9731591112266331,0.12254780938030774,0.052200289575477336,0.9123521802561348,0.7879591329720049,0.9659239036527526,0.9134974854214891,0.9197847080759668,0.9461705960481348,0.02863670103799472
Manure left on Pasture,0.2807142951627896,0.7581138074838755,0.5932520844264123,0.10227104837587202,0.7298419736531938,0.6297298606895501,-0.5636450861038116,0.4609675425937477,0.5607905675375996,0.6267621830948783,0.615105157931665,0.5147313926909384,0.766853506483923,0.5424150956268531,0.5198671663126039,0.5450236998409445,0.7327944254551144,1.0044247787610618,0.6960111135675632,0.059304784704220924,0.2394343410530904,0.5940695984467692,0.6579830022824227,0.7076956169985126,0.7089634577167842,0.7141274923642801,0.6882667510848548,-0.13752490924552346
Manure Management,0.09526958601279924,0.968418921640792,0.8059224623502863,0.21253021306197767,0.8231260721124759,0.8530776170775349,-0.8032647745776984,0.1022473370170484,0.8597886183342554,0.9385177090066268,0.7749183054728864,0.8083004485350456,0.8830037361987384,0.9062824816253527,0.8560853401493391,0.8745984823016204,0.9731591112266331,0.6960111135675632,1.0044247787610616,0.0804032621465936,0.023061693894187968,0.8605797268134072,0.7680844783939574,0.9194964466940215,0.8789807461722373,0.8848627373330061,0.8957492660657286,0.009902231378767494
Fires in organic soils,0.025647609447195876,0.050914868076913575,0.23630748326140688,0.9021645816190511,-0.011348094891676696,0.040033279814986424,0.0160837879857469,0.23450564531703896,0.061264371280250945,0.01922291224562892,-0.008877998797138013,0.011571137419004118,0.19593802279814712,-0.006532461240424284,0.025966476937120057,0.0046109983727180785,0.12254780938030774,0.059304784704220924,0.0804032621465936,1.0044247787610616,0.02556567689786462,-0.003147254296840076,0.08585110916338086,0.0930791276570457,0.09092330867729294,0.09396073093464204,0.15833501119781923,-0.020336178037884022
Fires in humid tropical forests,0.9524113007425737,0.056098347586760945,0.010909618226539948,0.00031295257595127053,0.12319618873881175,0.057578457954798455,-0.05232810046430595,0.7177749376138783,-0.018546372043337114,0.0032877401894445676,-0.012955502106293999,-0.017516739827112927,0.07653731655153145,-0.021780962763918235,-0.040277393280440554,-0.023562174443447263,0.052200289575477336,0.2394343410530904,0.023061693894187968,0.02556567689786462,1.0044247787610636,0.03306174815729051,0.022763841271865228,0.04450925251119722,0.034028599334846324,0.03818657636483826,0.15933736811981575,-0.05917349207523452
On-farm energy use,0.07133526787573746,0.8714738305770342,0.7541537622326079,0.08682256329103047,0.7868370536980146,0.7695320874980001,-0.8630612600725226,0.10255143997068705,0.9684482266701576,0.9382537709776663,0.6097648027737292,0.9673866196579132,0.851399553798618,0.9680702901373673,0.9526068478661808,0.977876154510279,0.9123521802561348,0.5940695984467692,0.8605797268134072,-0.003147254296840076,0.03306174815729051,1.0044247787610623,0.6214216054789393,0.9232518982639676,0.8072332234121758,0.8141902321869205,0.9467993259195957,0.04360229140351073
Rural population,0.05155258634030281,0.8026637040022931,0.913568651521348,0.10788682891921428,0.4744479101099314,0.4842246902467043,-0.5278506339608421,0.04197078664422911,0.7256797316071983,0.7420987751085112,0.9716668321170008,0.660760794429913,0.8915098839974431,0.6356031522436464,0.699579380243584,0.6812534136906823,0.7879591329720049,0.6579830022824227,0.7680844783939574,0.08585110916338086,0.022763841271865228,0.6214216054789393,1.004424778761062,0.8582289867401288,0.9646751328466364,0.9605052236554403,0.7670968800645707,-0.10178295272789777
Urban population,0.081264787944672,0.9380178431003017,0.9053751822349192,0.1574317753653366,0.7432342540206645,0.7522185402125211,-0.8083318789645854,0.12329025575327035,0.9580370508912053,0.9563727582920628,0.8315625630463218,0.9214917467195946,0.9803200583524727,0.9196059116229505,0.9256943392714284,0.9446561495860661,0.9659239036527526,0.7076956169985126,0.9194964466940215,0.0930791276570457,0.04450925251119722,0.9232518982639676,0.8582289867401288,1.004424778761062,0.9693172669474945,0.9729847053789666,0.9759819206900647,-0.013379662243239547
Total Population - Male,0.06747174036082271,0.9058127535791701,0.944256302836439,0.13553947979043418,0.6361130852311573,0.6458694481834831,-0.6971396046044084,0.08528701336419377,0.8786470802681857,0.8855421188015281,0.9346323812644062,0.8265661304836944,0.9725714429988956,0.8124907577537664,0.8481629175871469,0.8491335152930416,0.9134974854214891,0.7089634577167842,0.8789807461722373,0.09092330867729294,0.034028599334846324,0.8072332234121758,0.9646751328466364,0.9693172669474945,1.0044247787610614,1.0041608757160443,0.9084660887614426,-0.058575303410659134
Total Population - Female,0.07285535376998879,0.911068806765575,0.9432917460824155,0.14281846155047878,0.6463789342647962,0.6576480120955374,-0.7082855955985206,0.09296163983155721,0.8826115535141069,0.8911439970581878,0.929107182795149,0.8304389260028905,0.9757762735317144,0.8197542507947309,0.852717378685071,0.8542227789428231,0.9197847080759668,0.7141274923642801,0.8848627373330061,0.09396073093464204,0.03818657636483826,0.8141902321869205,0.9605052236554403,0.9729847053789666,1.0041608757160443,1.0044247787610623,0.9133353494538671,-0.05457899584927988
total_emission,0.18773178773616017,0.907766501833797,0.8649205445661409,0.20545096611212402,0.7598737256603046,0.7481884572260615,-0.7921153387471985,0.25002719830415965,0.9594660838190114,0.9465515500351149,0.7308450899597912,0.9350100814309218,0.9436677769927949,0.9266656267502632,0.9209129584882392,0.9496517109420682,0.9461705960481348,0.6882667510848548,0.8957492660657286,0.15833501119781923,0.15933736811981575,0.9467993259195957,0.7670968800645707,0.9759819206900647,0.9084660887614426,0.9133353494538671,1.0044247787610618,-0.020286375197917247
Average Temperature Â°C,-0.06810707687836398,-0.010355116386773713,-0.061361112761488895,0.1078107001622113,0.01430197208152936,0.06071436390044289,-0.16530113118358403,-0.012264716790304504,0.020755956468488598,0.0005250734934241062,-0.07793277163483217,0.025905513601664314,-0.02601426302470556,0.053241813347860927,0.052173152919300164,0.028146552382475248,0.02863670103799472,-0.13752490924552346,0.009902231378767494,-0.020336178037884022,-0.05917349207523452,0.04360229140351073,-0.10178295272789777,-0.013379662243239547,-0.058575303410659134,-0.05457899584927988,-0.020286375197917247,1.0044247787610618
